problem;BrasilPR25n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;226;2016.938667
0,3,2,4,10,5,19,9,11,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
1;76241568449944305;226;1772.636542
0,3,2,4,5,11,6,19,9,10,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
2;11569656429252920891;227;1854.567958
0,3,2,4,19,5,10,9,11,6,8,14,21,12,15,1,13,7,17,16,23,18,24,22,20
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
3;8006770736520076435;226;2204.766125
0,3,2,4,10,9,19,5,11,6,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
4;10222608011239175760;226;2057.092041
0,3,2,4,19,5,10,9,11,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
5;83674907983555125;226;2178.720958
0,3,2,4,11,9,10,5,19,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
6;16633518659454552880;226;1846.450208
0,3,2,4,19,6,11,9,10,5,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
7;3348662810425028053;226;1829.667
0,3,2,4,19,6,11,9,10,5,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
8;1625020296661546126;226;1757.913667
0,3,2,4,10,9,11,5,19,6,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
9;8722260422266777814;226;2069.291625
0,3,2,4,5,11,6,19,9,10,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
10;18422523289718600251;226;2079.660083
0,3,2,4,5,10,9,11,6,19,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
11;12120595211417451604;226;1840.7335
0,3,2,4,10,9,11,6,19,5,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
12;11180516292616150398;226;1936.535792
0,3,2,4,11,5,10,9,19,6,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
13;13235578871255005297;226;1921.176125
0,3,2,4,10,5,11,9,19,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
14;17784125318686945540;227;1779.590291
0,3,2,4,11,6,19,9,10,5,8,14,21,12,15,1,13,7,17,16,23,18,24,22,20
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
15;15956506419893335137;226;1946.167625
0,3,2,4,5,10,9,11,6,19,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
16;2899130862535483918;226;1932.254291
0,3,2,4,10,9,19,5,11,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
17;11850605890185619915;227;1750.377333
0,3,2,4,10,9,11,5,19,6,8,21,1,13,12,15,14,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
18;13353388233111958045;226;1837.705333
0,3,2,4,19,5,10,9,11,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
19;6644193456908987648;226;1740.874125
0,3,2,4,10,5,19,9,11,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
20;9748498986499756733;226;1719.492834
0,3,2,4,10,9,11,6,19,5,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
21;9610614758425770644;226;1934.995416
0,3,2,4,5,10,9,19,6,11,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
22;16467222360164019310;226;1871.606667
0,3,2,4,5,10,9,19,6,11,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
23;11726302834367551336;226;1885.997167
0,3,2,4,10,5,19,9,11,6,8,21,14,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
24;8896860786397106362;226;1744.379292
0,3,2,4,5,11,6,19,9,10,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
25;6737285527070588895;226;1993.619
0,3,2,4,10,5,19,9,11,6,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
26;11634350522773239934;226;2019.036708
0,3,2,19,9,10,5,4,11,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
27;7808547232002136844;226;1880.955584
0,3,2,4,19,5,10,9,11,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
28;3287009989320200796;226;1969.470083
0,3,2,4,11,5,10,9,19,6,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
29;8484872300069380217;226;1782.628083
0,3,2,4,10,5,11,9,19,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
30;8138020970177873692;226;1831.647292
0,3,2,4,10,5,19,9,11,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
31;16735953543485209995;226;1858.240542
0,3,2,4,11,5,10,9,19,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
32;957827445528146549;226;1849.605125
0,3,2,4,10,5,19,9,11,6,8,21,14,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
33;9178821638437730898;226;1859.961458
0,3,2,4,5,10,9,11,6,19,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
34;2354512119315649564;226;1757.316208
0,3,2,4,5,10,9,11,6,19,8,14,21,1,15,12,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
35;10160966691791677292;226;1920.391917
0,3,2,4,5,19,6,11,9,10,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
36;27474500062045820;226;1792.111209
0,3,2,4,11,5,10,9,19,6,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
37;7844575079918988844;226;1787.341208
0,3,2,4,10,5,19,9,11,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
38;15524044195614787644;226;1738.065292
0,3,2,4,5,11,6,19,9,10,8,21,14,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
39;4980590106503615414;226;1865.108042
0,3,2,19,9,10,4,5,11,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
40;3943098024137922559;226;1893.867375
0,3,2,19,9,10,5,4,11,6,8,14,21,12,15,1,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
41;141425323448007506;226;1963.756416
0,3,2,4,10,9,11,5,19,6,8,14,21,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
42;16001952662412044218;226;1724.907958
0,3,2,4,11,9,10,5,19,6,8,14,21,1,15,12,13,7,17,16,24,18,23,20,22
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
43;6069959457317431616;226;1668.815083
0,3,2,4,19,5,10,9,11,6,8,21,14,12,15,1,13,7,22,20,23,18,24,16,17
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
44;2033442876187297925;226;1886.216166
