problem;rd100nB
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;1383;354595.949917
0,12,25,19,22,10,35,21,91,70,74,64,68,52,83,14,55,40,75,47,87,54,62,49,66,45,28,34,3,77,58,99,84,95,73,82,42,44,15,9,71,46,76,60,79,4,6,24,13,33,2,16,20,38,32,50,43,65,59,89,78,81,80,39,29,30,23,63,37,69,67,88,86,92,97,94,96,56,90,26,98,93,57,85,27,31,8,48,36,61,51,72,41,53,11,17,7,18,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1;76241568449944305;1389;367706.288709
0,12,35,21,22,10,74,83,52,68,49,62,28,34,19,25,14,45,66,58,87,70,91,64,75,47,54,55,40,71,46,79,2,6,4,33,15,9,99,84,95,73,82,42,44,24,13,77,56,76,81,67,69,37,63,23,30,3,20,16,38,32,50,43,80,39,29,88,86,97,94,96,92,78,89,59,65,57,93,98,60,72,51,61,36,41,53,26,90,85,27,31,48,8,18,7,17,11,1,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2;11569656429252920891;1393;311936.92025
0,5,1,48,31,26,98,93,61,36,41,53,11,17,18,7,72,51,90,85,27,33,6,4,15,9,71,2,79,46,76,60,77,13,24,14,44,42,99,84,95,82,73,81,78,89,86,88,59,69,67,56,97,94,96,92,23,38,29,39,32,50,30,3,20,16,80,37,63,57,65,43,55,40,68,52,83,74,70,87,58,66,64,75,47,54,62,49,91,21,25,8,34,19,22,10,35,28,45,12
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3;8006770736520076435;1384;346301.356833
0,5,1,18,7,17,11,53,41,26,31,27,85,90,61,51,72,57,98,93,36,48,8,25,12,10,22,19,35,21,87,47,75,64,68,49,62,52,83,74,70,91,40,55,54,66,14,45,28,34,3,20,16,30,23,38,29,39,32,50,43,65,37,63,56,96,94,97,92,80,69,67,71,59,88,86,89,78,81,73,95,84,99,9,15,33,2,6,44,42,82,58,77,60,76,79,46,13,24,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4;10222608011239175760;1390;339560.437375
0,5,18,7,17,11,53,51,72,41,26,90,85,27,31,8,48,1,61,98,93,96,94,91,70,74,10,35,21,22,12,25,19,34,28,45,14,83,52,68,49,62,58,66,64,75,47,87,54,40,55,29,39,37,63,56,69,67,57,65,59,89,78,92,97,86,88,36,80,43,50,32,38,23,30,16,20,3,79,60,77,42,82,76,46,99,84,95,73,81,6,15,9,44,24,13,71,2,33,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5;83674907983555125;1386;374927.060084
0,5,1,48,8,17,11,18,7,72,57,93,98,85,90,61,51,53,41,26,31,27,33,24,4,15,9,44,42,82,60,79,2,6,76,46,71,13,77,58,99,84,95,73,81,78,89,59,65,43,50,32,38,29,39,37,63,56,67,69,36,88,86,97,94,96,92,23,30,3,20,16,80,55,40,91,64,75,47,54,83,74,70,87,21,35,10,22,19,25,12,45,14,66,49,68,52,62,28,34
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6;16633518659454552880;1375;375898.097917
0,33,6,4,44,9,15,24,13,71,2,79,46,76,60,82,73,95,84,99,58,77,3,34,28,45,66,64,68,52,83,70,74,42,75,47,87,54,62,49,21,35,19,25,12,10,22,14,55,40,91,96,94,97,92,86,88,59,89,78,81,67,69,56,63,37,80,36,39,20,16,30,23,38,29,32,50,43,65,57,72,51,61,93,98,85,90,26,53,41,27,31,8,48,11,17,7,18,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7;3348662810425028053;1390;373896.035792
0,5,17,18,7,53,41,27,31,26,90,85,98,93,61,51,72,1,48,8,12,3,34,19,25,21,35,10,22,14,45,28,62,49,68,54,87,70,74,83,52,66,58,64,75,47,91,40,55,36,88,86,89,78,96,94,97,92,23,67,69,56,63,37,39,29,30,16,20,11,38,32,50,43,65,59,80,81,73,95,84,99,9,15,6,2,71,57,82,42,44,24,13,77,60,76,46,79,33,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8;1625020296661546126;1391;371261.030458
0,4,6,44,9,15,8,33,24,13,77,58,99,84,95,73,82,76,46,71,2,79,27,91,42,75,64,66,47,54,87,70,74,83,52,62,49,21,35,10,22,12,25,19,34,28,45,14,55,40,68,59,65,43,50,32,39,29,38,16,20,3,30,23,92,96,94,97,56,63,37,69,67,81,78,89,86,88,36,80,60,72,41,53,26,90,85,51,61,57,93,98,31,48,11,17,7,18,1,5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9;8722260422266777814;1383;333772.8935
0,4,15,9,44,42,82,73,95,84,99,58,77,60,76,46,79,2,71,6,33,13,24,3,34,28,45,12,25,19,22,10,35,21,49,62,54,68,52,83,74,70,87,47,75,64,66,14,55,40,91,94,96,92,97,59,80,20,16,30,23,39,37,63,56,69,67,81,78,89,86,88,29,38,32,50,43,65,57,72,51,61,36,41,53,11,17,7,18,8,48,1,5,90,85,27,31,26,98,93
