problem;Osasco100n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;1001;378183.915667
0,9,2,17,15,55,24,82,95,85,93,98,54,67,41,47,43,62,44,80,58,75,52,23,34,22,30,21,20,68,28,84,6,49,38,45,10,40,1,12,4,25,16,14,89,87,88,99,37,94,78,81,59,77,35,73,66,69,63,74,27,29,26,11,18,7,48,31,61,36,91,76,83,64,97,90,96,51,65,50,72,70,71,56,86,79,92,33,42,3,46,13,39,8,19,5,53,32,57,60
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1;76241568449944305;998;425718.32275
0,1,40,12,69,38,66,20,84,89,87,88,94,78,81,63,99,6,49,14,16,25,4,74,59,77,35,73,10,45,28,80,32,41,47,43,62,54,98,93,85,95,82,58,75,96,55,51,67,24,68,52,23,30,22,34,21,9,2,17,15,18,7,26,11,29,27,48,31,61,36,65,64,83,76,91,90,97,50,72,70,71,86,79,92,13,39,33,42,37,57,56,60,8,19,5,53,44,46,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2;11569656429252920891;1001;368873.062417
0,18,7,26,11,29,27,48,31,36,61,50,72,65,91,76,83,64,97,96,2,9,17,15,30,21,34,23,80,75,44,62,43,47,41,73,54,67,52,68,51,55,24,82,95,90,98,93,85,28,49,14,25,4,45,10,12,16,1,40,37,94,58,66,38,74,63,84,6,99,88,87,89,35,77,59,69,20,81,78,92,79,86,70,71,33,42,32,53,5,19,8,39,22,56,57,60,13,46,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3;8006770736520076435;1000;406052.626583
0,18,7,26,11,29,27,48,31,61,36,91,72,50,65,64,83,76,97,90,96,51,55,24,30,15,17,9,2,34,23,52,43,75,80,58,67,41,47,21,62,44,95,82,70,93,85,98,54,68,28,59,77,35,73,14,49,38,69,12,25,4,45,10,40,1,16,94,78,81,20,66,6,84,99,88,87,89,63,74,22,53,32,71,92,79,86,56,57,60,37,42,33,46,3,5,13,39,8,19
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4;10222608011239175760;999;414141.104
0,1,40,10,45,12,69,59,74,4,25,16,94,78,81,20,66,73,35,77,63,89,87,88,99,14,49,6,84,28,34,22,30,23,52,67,54,68,44,62,38,55,24,82,95,85,93,98,32,41,47,43,75,58,80,21,9,2,17,15,18,7,26,11,29,27,48,31,61,36,96,51,65,50,72,91,90,97,64,83,76,70,71,86,79,92,56,57,60,37,42,33,46,13,39,8,19,5,53,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5;83674907983555125;1005;391888.237459
0,19,5,53,33,42,3,46,13,39,8,92,79,86,70,71,56,57,37,60,28,84,6,49,14,25,4,45,12,69,63,66,59,20,81,78,89,87,88,99,35,77,1,16,94,10,40,38,74,9,2,17,15,21,68,54,67,52,23,30,22,34,24,55,51,73,44,62,43,47,41,32,80,58,75,98,93,85,95,82,83,64,97,90,96,76,91,65,72,50,61,36,31,48,27,29,11,26,7,18
