problem;Londrina100n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;1163;1902220.033272
0,9,5,32,21,62,50,70,66,68,56,84,83,63,72,36,55,19,65,80,81,73,95,91,92,31,45,12,44,28,3,10,14,7,39,27,51,47,93,26,29,11,99,77,87,78,48,54,53,49,96,82,98,67,75,24,25,4,8,1,18,13,42,16,71,85,69,64,89,74,79,76,94,86,90,88,61,97,52,58,46,60,22,40,33,37,41,34,43,6,57,35,59,2,20,17,23,30,15,38
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1;76241568449944305;1165;2099520.688979
0,14,7,9,5,10,3,28,21,32,31,45,12,44,19,65,63,72,56,84,83,92,91,95,73,81,80,66,70,50,62,55,36,90,61,88,74,79,76,89,64,69,52,97,94,86,15,30,20,2,23,57,34,41,37,38,17,43,6,59,58,49,85,46,60,22,40,24,25,11,68,47,93,27,51,35,78,48,54,53,98,67,99,77,87,82,96,13,18,4,8,1,42,16,71,26,29,39,33,75
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2;11569656429252920891;1167;2223370.218534
0,9,5,32,21,28,62,50,70,36,55,3,10,14,7,45,12,44,19,65,81,73,95,63,72,46,68,66,80,83,84,56,59,31,92,91,33,93,47,99,77,96,82,87,78,48,75,11,25,4,8,1,18,13,42,16,51,27,39,29,26,71,67,98,53,54,24,40,17,20,2,23,30,15,41,34,43,6,37,60,22,88,74,79,76,90,61,97,94,86,89,64,69,85,49,58,52,57,35,38
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3;8006770736520076435;1166;1913748.938955
0,9,5,10,14,7,45,28,19,32,21,62,44,12,15,3,55,36,72,56,68,66,70,31,92,91,95,83,80,84,63,65,81,73,90,35,43,34,41,37,38,17,40,23,30,2,20,6,57,50,86,94,97,52,69,64,89,22,60,46,59,58,49,85,76,79,74,88,71,67,98,61,78,33,93,47,99,77,87,82,96,26,39,29,11,53,27,51,16,42,13,18,1,8,4,25,24,54,48,75
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4;10222608011239175760;1161;1903161.784282
0,9,5,10,14,7,45,12,44,62,50,70,66,68,56,84,83,80,63,95,91,92,31,72,36,55,3,28,21,32,19,65,81,73,90,61,88,74,94,97,86,17,23,30,20,2,59,6,43,35,38,15,41,37,57,34,40,22,60,46,85,76,79,52,58,49,69,64,89,71,24,25,4,8,1,42,16,96,82,98,67,75,53,54,48,78,87,77,99,47,93,33,51,27,39,26,29,11,13,18
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5;83674907983555125;1165;2156393.800573
