problem;BrasilNO45n
useTBAS;0
run;seed;cost;time_ms
0;9176377229071207081;562;14180.61075
0,9,7,34,29,25,30,28,39,17,18,8,11,16,1,24,43,20,32,22,21,44,37,41,5,26,14,12,35,23,4,36,42,3,13,2,19,38,27,40,31,33,10,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
1;76241568449944305;564;14465.102917
0,9,8,16,1,11,2,30,17,29,7,34,28,39,43,37,44,22,24,32,18,41,5,14,26,25,35,20,23,4,13,12,42,31,36,27,40,21,33,19,38,10,15,3,6
2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
2;11569656429252920891;558;15397.491209
0,6,38,21,40,31,33,19,10,15,12,13,3,42,36,4,23,35,20,26,25,14,5,41,27,37,44,22,32,24,43,39,29,17,18,1,16,8,11,2,9,7,34,28,30
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3;8006770736520076435;559;15138.247167
0,6,15,19,38,10,33,21,40,27,34,28,30,29,17,18,7,9,2,11,1,16,8,39,43,24,22,32,20,44,37,41,25,26,5,14,36,31,35,12,23,4,13,3,42
4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
4;10222608011239175760;562;15581.124583
0,6,38,19,10,40,31,33,15,12,13,3,35,20,23,4,36,42,24,43,32,22,21,44,37,28,27,41,5,26,14,1,29,17,39,25,30,18,11,2,34,8,16,7,9
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5;83674907983555125;563;13493.313167
0,6,2,19,15,33,10,40,27,38,20,32,22,24,43,21,44,37,41,25,26,5,14,12,13,3,42,31,35,23,4,36,8,34,11,16,1,18,17,29,30,28,39,7,9
4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
6;16633518659454552880;562;14800.205292
0,40,27,38,10,19,33,15,12,35,31,42,36,3,13,4,23,20,26,25,41,5,14,1,6,9,2,11,16,7,34,28,30,8,18,17,29,39,43,37,44,21,22,24,32
4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
7;3348662810425028053;567;15338.358417
0,9,6,2,34,28,30,25,29,17,18,8,16,11,1,14,26,5,41,37,43,39,21,44,22,32,24,42,3,23,20,35,12,13,4,36,31,40,27,38,7,33,10,15,19
2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
8;1625020296661546126;558;14497.372708
0,9,8,16,11,18,30,28,34,7,39,17,29,1,14,5,41,37,25,26,23,3,36,4,13,12,35,31,42,24,43,20,32,22,44,27,38,10,40,21,33,15,19,2,6
2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4
9;8722260422266777814;551;14773.215542
0,6,38,27,40,31,33,10,19,15,12,35,20,23,4,13,3,36,42,37,41,25,26,5,14,1,16,8,11,2,9,7,18,17,30,28,34,29,39,43,24,21,44,22,32
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0
10;18422523289718600251;571;15180.27875
0,30,17,18,2,6,9,7,16,1,29,34,28,39,8,13,4,36,3,12,23,20,35,25,42,11,14,26,5,41,37,43,24,32,22,44,27,38,21,33,31,40,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4
11;12120595211417451604;568;16131.448375
0,6,19,10,38,21,40,31,33,15,12,13,4,36,42,3,23,20,35,26,5,41,14,1,18,17,29,25,30,28,34,8,16,11,2,9,7,39,22,24,43,37,44,27,32
4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
12;11180516292616150398;555;14223.928584
0,9,8,16,1,18,17,29,7,34,28,30,2,11,39,43,24,44,22,32,3,13,12,35,31,42,36,4,23,14,5,26,25,37,41,27,40,21,33,20,38,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
13;13235578871255005297;564;15599.182834
0,9,2,6,1,18,11,16,8,34,7,29,30,28,39,43,20,32,22,44,21,24,42,25,35,31,36,17,23,4,13,3,12,14,26,5,37,41,27,40,19,38,10,33,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4
14;17784125318686945540;550;15795.042125
0,9,8,34,28,30,25,29,17,18,1,16,11,2,39,43,24,32,22,44,37,41,5,26,14,12,42,31,35,20,23,4,13,3,36,27,40,21,33,7,38,10,19,15,6
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
15;15956506419893335137;557;15063.892584
0,9,8,30,18,17,29,7,16,1,6,2,34,28,39,44,20,32,22,24,43,37,41,5,14,26,23,12,35,31,42,3,13,4,36,27,40,21,11,19,38,25,33,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,3,3,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
16;2899130862535483918;565;14935.616875
0,15,19,40,21,38,10,33,31,41,27,37,5,26,14,1,6,2,30,28,34,7,9,8,16,11,18,17,29,39,43,20,44,22,32,24,3,13,4,23,12,35,25,36,42
4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
17;11850605890185619915;567;14966.310042
0,6,15,10,38,19,33,21,40,27,34,28,39,2,9,7,18,11,16,8,30,25,29,1,14,26,5,37,41,31,42,17,36,3,35,12,13,4,23,20,43,24,44,22,32
4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
18;13353388233111958045;565;15600.093666
0,15,19,10,33,31,40,20,38,12,13,3,42,36,4,23,35,18,25,26,8,14,5,41,37,44,21,22,32,24,43,39,7,9,2,6,1,16,11,29,17,28,34,27,30
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
19;6644193456908987648;559;14838.671625
0,6,15,19,38,10,33,31,40,27,41,37,5,14,26,25,35,12,23,4,13,3,36,42,24,22,32,20,44,21,43,39,28,34,8,9,7,29,17,18,1,16,11,2,30
4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
20;9748498986499756733;556;14943.721
0,6,33,31,40,21,38,19,10,15,14,5,26,25,37,41,1,29,17,18,8,16,11,2,9,7,34,28,30,27,39,43,24,44,22,32,3,13,12,35,20,23,4,36,42
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21;9610614758425770644;563;14950.359167
0,18,17,29,1,16,11,39,7,9,8,34,28,30,27,44,22,32,20,43,24,42,36,4,23,35,3,13,12,14,5,26,25,37,41,31,33,10,38,21,40,19,2,6,15
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
22;16467222360164019310;560;15175.410458
0,6,15,10,19,33,31,40,27,38,20,41,37,5,14,26,25,35,23,4,13,12,42,36,3,32,22,21,44,24,43,39,8,16,11,2,18,1,29,17,30,28,34,7,9
4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23;11726302834367551336;560;16167.993333
0,9,8,16,1,6,2,29,30,18,7,34,28,39,43,24,32,22,44,12,13,4,36,3,42,17,35,20,23,11,25,26,14,5,37,41,27,38,21,40,31,33,19,10,15
2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
24;8896860786397106362;563;14852.427875
0,15,19,40,21,33,10,38,27,41,5,14,26,25,37,31,35,20,23,12,42,3,13,4,36,17,18,11,16,1,6,2,9,7,29,34,8,30,28,39,43,24,44,22,32
4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
25;6737285527070588895;556;16041.745583
